-0.999132, 2.28774, 2.28774
-0.998438, 1.22409, 1.22409
-0.997743, 1.07182, 1.07182
-0.997049, 1.54096, 1.54096
-0.996354, 1.09132, 1.09132
-0.995660, 0.94305, 0.94305
-0.994965, 0.80618, 0.80618
-0.994271, -0.55935, -0.55935
-0.993576, -1.30358, -1.30358
-0.992882, -2.04641, -2.04641
-0.992188, -1.87785, -1.87785
-0.991493, -3.23791, -3.23791
-0.990799, -4.28666, -4.28666
-0.990104, -4.11399, -4.11399
-0.989410, -4.23989, -4.23989
-0.988715, -4.06439, -4.06439
-0.988021, -3.27741, -3.27741
-0.987326, -3.70900, -3.70900
-0.986632, -3.52915, -3.52915
-0.985938, -2.12781, -2.12781
-0.985243, -1.33495, -1.33495
-0.984549, -0.24058, -0.24058
-0.983854, -0.66477, -0.66477
-0.983160, 0.74252, 0.74252
-0.982465, 0.63126, 0.63126
-0.981771, 0.51146, 0.51146
-0.981076, 0.09310, 0.09310
-0.980382, -0.62384, -0.62384
-0.979688, -1.03930, -1.03930
-0.978993, -1.76336, -1.76336
-0.978299, -1.56603, -1.56603
-0.977604, -1.66720, -1.66720
-0.976910, -2.38689, -2.38689
-0.976215, -2.79521, -2.79521
-0.975521, -2.28206, -2.28206
-0.974826, -3.29743, -3.29743
-0.974132, -3.40134, -3.40134
-0.973438, -3.49380, -3.49380
-0.972743, -3.58474, -3.58474
-0.972049, -1.85413, -1.85413
-0.971354, -1.64208, -1.64208
-0.970660, -1.42864, -1.42864
-0.969965, 0.00637, 0.00637
-0.969271, 0.52292, 0.52292
-0.968576, 0.44086, 0.44086
-0.967882, 0.66023, 0.66023
-0.967188, 0.88112, 0.88112
-0.966493, 0.79348, 0.79348
-0.965799, -0.20273, -0.20273
-0.965104, 0.33260, 0.33260
-0.964410, 0.85941, 0.85941
-0.963715, 0.78762, 0.78762
-0.963021, 0.09727, 0.09727
-0.962326, 0.63838, 0.63838
-0.961632, 0.26102, 0.26102
-0.960938, 0.19509, 0.19509
-0.960243, 0.12060, 0.12060
-0.959549, 0.35761, 0.35761
-0.958854, -0.62397, -0.62397
-0.958160, -0.99405, -0.99405
-0.957465, 0.16743, 0.16743
-0.956771, 0.10033, 0.10033
-0.956076, -0.87529, -0.87529
-0.955382, -0.92943, -0.92943
-0.954688, -0.99213, -0.99213
-0.953993, -0.43329, -0.43329
-0.953299, -0.49300, -0.49300
-0.952604, -0.54130, -0.54130
-0.951910, -0.59815, -0.59815
-0.951215, -0.64357, -0.64357
-0.950521, -0.38753, -0.38753
-0.949826, -0.13006, -0.13006
-0.949132, -0.18117, -0.18117
-0.948438, -0.53088, -0.53088
-0.947743, -2.09922, -2.09922
-0.947049, -1.52614, -1.52614
-0.946354, -0.35163, -0.35163
-0.945660, 0.52428, 0.52428
-0.944965, -0.11844, -0.11844
-0.944271, -1.06977, -1.06977
-0.943576, -0.18967, -0.18967
-0.942882, 0.99185, 0.99185
-0.942188, -0.25526, -0.25526
-0.941493, -0.59092, -0.59092
-0.940799, 0.29488, 0.29488
-0.940104, 0.27210, 0.27210
-0.939410, 0.55075, 0.55075
-0.938715, 0.83077, 0.83077
-0.938021, 1.41223, 1.41223
-0.937326, 1.69516, 1.69516
-0.936632, 1.36950, 1.36950
-0.935938, 1.65516, 1.65516
-0.935243, 2.25220, 2.25220
-0.934549, 2.54067, 2.54067
-0.933854, 3.13048, 3.13048
-0.933160, 2.81161, 2.81161
-0.932465, 2.49406, 2.49406
-0.931771, 3.70783, 3.70783
-0.931076, 4.00292, 4.00292
-0.930382, 2.46925, 2.46925
-0.929688, 1.84683, 1.84683
-0.928993, 1.84568, 1.84568
-0.928299, 0.92577, 0.92577
-0.927604, 0.00713, 0.00713
-0.926910, -0.30025, -0.30025
-0.926215, -0.60640, -0.60640
-0.925521, -1.21132, -1.21132
-0.924826, -1.82494, -1.82494
-0.924132, -1.81732, -1.81732
-0.923438, -2.42839, -2.42839
-0.922743, -3.63824, -3.63824
-0.922049, -3.02690, -3.02690
-0.921354, -2.71424, -2.71424
-0.920660, -2.09032, -2.09032
-0.919965, -2.69520, -2.69520
-0.919271, -2.67891, -2.67891
-0.918576, -1.75147, -1.75147
-0.917882, -1.13282, -1.13282
-0.917188, -1.72303, -1.72303
-0.916493, -1.71209, -1.71209
-0.915799, -1.39005, -1.39005
-0.915104, -1.36702, -1.36702
-0.914410, -0.13285, -0.13285
-0.913715, -0.10754, -0.10754
-0.913021, -1.61124, -1.61124
-0.912326, -1.89399, -1.89399
-0.911632, -1.56569, -1.56569
-0.910938, -1.23636, -1.23636
-0.910243, -2.12602, -2.12602
-0.909549, -3.01469, -3.01469
-0.908854, -2.37236, -2.37236
-0.908160, -1.73903, -1.73903
-0.907465, -1.70477, -1.70477
-0.906771, -1.97954, -1.97954
-0.906076, -3.17333, -3.17333
-0.905382, -2.83622, -2.83622
-0.904688, -2.49819, -2.49819
-0.903993, -2.76925, -2.76925
-0.903299, -2.11948, -2.11948
-0.902604, -2.08882, -2.08882
-0.901910, -2.04733, -2.04733
-0.901215, -1.40501, -1.40501
-0.900521, -1.36189, -1.36189
-0.899826, -0.71805, -0.71805
-0.899132, -0.37331, -0.37331
-0.898438, -0.63779, -0.63779
-0.897743, 0.01837, 0.01837
-0.897049, -0.55471, -0.55471
-0.896354, 0.40288, 0.40288
-0.895660, 1.36121, 1.36121
-0.894965, 1.10018, 1.10018
-0.894271, 1.75976, 1.75976
-0.893576, 1.79995, 1.79995
-0.892882, 1.54065, 1.54065
-0.892188, 2.50194, 2.50194
-0.891493, 1.63384, 1.63384
-0.890799, 1.07617, 1.07617
-0.890104, 1.72903, 1.72903
-0.889410, 2.08243, 2.08243
