-0.999132, -3.25871, -3.25871
-0.998438, -4.50173, -4.50173
-0.997743, 0.04718, 0.04718
-0.997049, -4.54245, -4.54245
-0.996354, -0.30032, -0.30032
-0.995660, -3.05635, -3.05635
-0.994965, 0.58920, 0.58920
-0.994271, 0.26661, 0.26661
-0.993576, 0.56589, 0.56589
-0.992882, 1.16686, 1.16686
-0.992188, 1.45972, 1.45972
-0.991493, -0.98609, -0.98609
-0.990799, 3.28026, 3.28026
-0.990104, 0.83820, 0.83820
-0.989410, 2.36820, 2.36820
-0.988715, -2.20988, -2.20988
-0.988021, -2.50625, -2.50625
-0.987326, -1.59060, -1.59060
-0.986632, -3.71324, -3.71324
-0.985938, 0.86618, 0.86618
-0.985243, -1.25234, -1.25234
-0.984549, -1.23899, -1.23899
-0.983854, -1.22377, -1.22377
-0.983160, -2.12671, -2.12671
-0.982465, -0.57774, -0.57774
-0.981771, -0.86673, -0.86673
-0.981076, 0.07633, 0.07633
-0.980382, 1.32131, 1.32131
-0.979688, -0.79166, -0.79166
-0.978993, -2.89311, -2.89311
-0.978299, -1.34210, -1.34210
-0.977604, -2.21939, -2.21939
-0.976910, 4.21579, 4.21579
-0.976215, 2.42276, 2.42276
-0.975521, 3.99174, 3.99174
-0.974826, 0.37279, 0.37279
-0.974132, -1.72437, -1.72437
-0.973438, -1.97931, -1.97931
-0.972743, 0.19768, 0.19768
-0.972049, -1.27311, -1.27311
-0.971354, -0.61181, -0.61181
-0.970660, -4.51845, -4.51845
-0.969965, -4.77290, -4.77290
-0.969271, -3.18551, -3.18551
-0.968576, -2.21597, -2.21597
-0.967882, -0.63418, -0.63418
-0.967188, 0.64984, 0.64984
-0.966493, 1.02624, 1.02624
-0.965799, 2.00455, 2.00455
-0.965104, 2.38481, 2.38481
-0.964410, 0.92705, 0.92705
-0.963715, 1.92162, 1.92162
-0.963021, -1.66155, -1.66155
-0.962326, -1.88259, -1.88259
-0.961632, -1.50158, -1.50158
-0.960938, -1.41857, -1.41857
-0.960243, 3.54667, 3.54667
-0.959549, -3.37605, -3.37605
-0.958854, -1.15647, -1.15647
-0.958160, -1.97473, -1.97473
-0.957465, 1.15939, 1.15939
-0.956771, 0.95540, 0.95540
-0.956076, 3.79375, 3.79375
