-0.999132, -0.69839, -0.69839
-0.998438, -1.54070, -1.54070
-0.997743, -2.99263, -2.99263
-0.997049, -2.31404, -2.31404
-0.996354, -0.71493, -0.71493
-0.995660, -0.94543, -0.94543
-0.994965, -1.17551, -1.17551
-0.994271, -0.18498, -0.18498
-0.993576, 1.10616, 1.10616
-0.992882, 1.18784, 1.18784
-0.992188, -1.17987, -1.17987
-0.991493, -2.31685, -2.31685
-0.990799, -1.63308, -1.63308
-0.990104, -2.46868, -2.46868
-0.989410, -2.99349, -2.99349
-0.988715, -3.82737, -3.82737
-0.988021, -3.74049, -3.74049
-0.987326, -3.36286, -3.36286
-0.986632, -2.66426, -2.66426
-0.985938, -1.97465, -1.97465
-0.985243, -1.58416, -1.58416
-0.984549, -1.49284, -1.49284
-0.983854, -0.80050, -0.80050
-0.983160, -1.01711, -1.01711
-0.982465, 0.29734, 0.29734
-0.981771, 1.60285, 1.60285
-0.981076, 1.38942, 1.38942
-0.980382, 1.48699, 1.48699
-0.979688, 2.48563, 2.48563
-0.978993, 2.58533, 2.58533
-0.978299, 0.54611, 0.54611
-0.977604, -0.57195, -0.57195
-0.976910, -1.08879, -1.08879
-0.976215, -2.20450, -2.20450
-0.975521, -2.40908, -2.40908
-0.974826, -1.09242, -1.09242
-0.974132, -0.68449, -0.68449
-0.973438, -0.88528, -0.88528
-0.972743, -1.08479, -1.08479
-0.972049, -2.19298, -2.19298
-0.971354, -0.86976, -0.86976
-0.970660, -1.06515, -1.06515
-0.969965, -2.47924, -2.47924
-0.969271, -1.45192, -1.45192
-0.968576, 0.48698, 0.48698
-0.967882, 0.90743, 0.90743
-0.967188, 0.41936, 0.41936
-0.966493, 1.14284, 1.14284
-0.965799, 2.78797, 2.78797
-0.965104, 0.77463, 0.77463
-0.964410, -2.45727, -2.45727
-0.963715, -2.93748, -2.93748
-0.963021, -0.37592, -0.37592
-0.962326, 0.05734, 0.05734
-0.961632, -1.94788, -1.94788
-0.960938, -2.73140, -2.73140
-0.960243, -1.68307, -1.68307
-0.959549, -1.54292, -1.54292
-0.958854, -2.02111, -2.02111
-0.958160, -0.96755, -0.96755
-0.957465, 1.91790, 1.91790
-0.956771, 3.27522, 3.27522
-0.956076, 2.81429, 2.81429
-0.955382, 2.65517, 2.65517
-0.954688, 4.32801, 4.32801
-0.953993, 5.08282, 5.08282
-0.953299, 3.70948, 3.70948
-0.952604, 2.03794, 2.03794
-0.951910, 0.66835, 0.66835
-0.951215, -0.38905, -0.38905
