-0.999132, 0.38526, 0.38526
-0.998438, 0.56943, 0.56943
-0.997743, 0.44456, 0.44456
-0.997049, -1.20935, -1.20935
-0.996354, -1.02220, -1.02220
-0.995660, -1.14399, -1.14399
-0.994965, -2.17476, -2.17476
-0.994271, -1.69435, -1.69435
-0.993576, 0.32721, 0.32721
-0.992882, 0.81993, 0.81993
-0.992188, 2.22388, 2.22388
-0.991493, 3.93910, 3.93910
-0.990799, 4.43558, 4.43558
-0.990104, 3.71325, 3.71325
-0.989410, 2.08221, 2.08221
-0.988715, 1.36248, 1.36248
-0.988021, -0.57603, -0.57603
-0.987326, -1.90320, -1.90320
-0.986632, -1.39897, -1.39897
-0.985938, -2.42343, -2.42343
-0.985243, -1.91647, -1.91647
-0.984549, -1.70805, -1.70805
-0.983854, -1.50821, -1.50821
-0.983160, -1.29686, -1.29686
-0.982465, -2.31402, -2.31402
-0.981771, -2.40971, -2.40971
-0.981076, -2.50383, -2.50383
-0.980382, -1.67641, -1.67641
-0.979688, -0.85740, -0.85740
-0.978993, 0.58319, 0.58319
-0.978299, 1.71536, 1.71536
-0.977604, 1.92910, 1.92910
-0.976910, 2.76434, 2.76434
-0.976215, 1.46112, 1.46112
-0.975521, 1.37944, 1.37944
-0.974826, 0.37934, 0.37934
-0.974132, 0.00084, 0.00084
-0.973438, -0.07594, -0.07594
-0.972743, -0.15099, -0.15099
-0.972049, 0.38575, 0.38575
-0.971354, 1.53433, 1.53433
-0.970660, 1.15471, 1.15471
-0.969965, 1.08694, 1.08694
-0.969271, 0.11102, 0.11102
-0.968576, -2.09311, -2.09311
-0.967882, -3.67537, -3.67537
-0.967188, -4.34577, -4.34577
-0.966493, -4.71431, -4.71431
-0.965799, -3.85096, -3.85096
-0.965104, -2.07573, -2.07573
-0.964410, -1.51865, -1.51865
-0.963715, 0.56028, 0.56028
-0.963021, 1.12105, 1.12105
-0.962326, 2.29371, 2.29371
-0.961632, 1.93825, 1.93825
-0.960938, 1.59469, 1.59469
-0.960243, 1.55315, 1.55315
-0.959549, 1.51361, 1.51361
-0.958854, 1.47609, 1.47609
-0.958160, 1.74064, 1.74064
-0.957465, 2.01721, 2.01721
-0.956771, 1.37580, 1.37580
-0.956076, 0.73641, 0.73641
-0.955382, 0.09906, 0.09906
-0.954688, -0.83627, -0.83627
-0.953993, -1.77953, -1.77953
-0.953299, -3.02070, -3.02070
-0.952604, -2.42972, -2.42972
-0.951910, -3.05654, -3.05654
